region; plant_type; bloom_period; common_name; scientific_name; life_cycle; flower_color; max_height; water_needs; notes
Rocky Mountain Region; Forbs; Early; Desert globemallow; Sphaeralcea ambigua spp. monticloa; Perennial; Orange; 3; Low; Drought-tolerant. The large number of bright flowers are a steady source of pollen and nectar to honey bees and other insects.
Rocky Mountain Region; Forbs; Early; Lyall's angelica; Angelica arguta; Perennial; White; 6; High; Umbrella shaped clusters of white flowers sit on stalks up to 6 feet high. Larval host plant for the anise swallowtail butterfly. Visited by bee and butterfly pollinators.
Rocky Mountain Region; Forbs; Early; Foothill arnica; Arnica fulgens; Perennial; Yellow; 2; Medium; Grows best in partial shade. Pollinated by several native bumble bees.
Rocky Mountain Region; Forbs; Early; Anderson's larkspur; Delphinium andersonii; Perennial; Purple; 2; Low; Grows best in full sun and well-drained soil. Visited by a long list of native bees.
Rocky Mountain Region; Forbs; Early; Rainer pleated gentian; Gentiana calycosa; Perennial; Blue; 1; Medium; All parts of this plant are poisonous to humans. Grows best in partial shade. Especially valuable for bumble bees.
Rocky Mountain Region; Forbs; Early; Bigflower agoseris; Agoseris grandiflora; Perennial; Yellow; 2; Medium; Adaptable to many soil and habitat types, grows well in full or partial shade. Especially attractive to native bee pollinators.
Rocky Mountain Region; Forbs; Early; Western columbine; Aguilegia formosa; Perennial; Red; 3; Medium; Prefers moist rocky soils, but will grow in dry, nutrient poor soil. Attracts hummingbirds.
Rocky Mountain Region; Forbs; Early; Scarlet monkeyflower; Mimulus cardinalis; Perennial; Red, Orange; 3; High; Prefers moist soils and partial shade. Easily propagated or grow from seed. Crimson flowers attract hummingbirds.
Rocky Mountain Region; Forbs; Early; Drummond's rockcress; Arabis drummondii; Biennial; White, Pink; 2; Medium; Many small white or pink flowers grow at the end of long erect stalks. Visited by native bees.
Rocky Mountain Region; Forbs; Early; Arrowleaf balsamroot; Balsamorhiza sagittata; Perennial; Yellow; 2; Medium; Grows best in full sun and moist soil. Valuable to native bees and bumble bees.
Rocky Mountain Region; Forbs; Mid; Western polemonium; Polemonium occidentale; Perennial; Blue, Purple; 3; High; Small, blue-purple, bell-shaped flowers are visited by butterflies and numerous bumble bee species.
Rocky Mountain Region; Forbs; Mid; Varileaf cinquefoil; Potentilla diversifolia; Perennial; Yellow; 3; Medium; Grows mostly in moist meadows and rocky areas. Especially valuable to native bees.
Rocky Mountain Region; Forbs; Mid; Alkali buttercup; Ranunculus cymbalaria; Perennial; Yellow; 1; High; Grows best is partial shade. Low toxicity if eaten, minor skin irritation lasts minutes if touched. Visited by native bumble bees.
Rocky Mountain Region; Forbs; Mid; American vetch; Vicia americana; Perennial; Purple; 2; Low; A slender, climbing plant with small showy flowers. Visited by butterflies and bees.
Rocky Mountain Region; Forbs; Mid; Columbian monkshood; Aconitum columbianum; Perennial; Purple, Blue; 6; High; Grows best in shade. Poisonous to humans and animals if ingested. Attracts bumble bees, hawkmoths, and hummingbirds.
Rocky Mountain Region; Forbs; Mid; Pacific anemone; Anemone multifida; Perennial; Yellow, White, Pink; 2; Medium; Ideal for moist, shady areas. Visited by bumble, honey, and other native bees.
Rocky Mountain Region; Forbs; Mid; Illinois bundleflower; Desmanthus illinoensis; Perennial; White; 3; Medium; Erect plant with ball-like clusters of white-green flowers. Leaves fold in strong sunlight or when touched. Pollinated by the Northern and Southern cloudywing skipper butterflies.
Rocky Mountain Region; Forbs; Mid-Late; Nuttall's sunflower; Helianthus nuttallii; Perennial; Yellow, Brown; 10; Medium; Multiple large upright stems support bright yellow 2-inch ray flowers in late summer. Wonderful for native bees.
Rocky Mountain Region; Forbs; Mid-Late; Fringed grass of Parnassus; Parnassia fimbriata; Perennial; White; 2; High; Grows best in wet conditions. Beautiful showy flowers with prominent stamens. White five-pevaled flowers attract flies, beetles, and bees.
Rocky Mountain Region; Forbs; Mid-Late; Herbaceous penstemon; Penstemon rydbergii oreocharis; Perennial; Purple; 3; Low; Wetland species with lance-shaped foliage and spikes of tubular flowers. Visited by hummingbird and bee pollinators.
Rocky Mountain Region; Forbs; Mid-Late; Indianhemp dogbane; Apocynum cannabinum; Perennial; White; 4; High; Produces clusters of tiny white flowers that bloom in summer. Very important to insect pollinators, including bees, moths, and monarch butterflies.
Rocky Mountain Region; Forbs; Late; Thickstem aster; Eurybia integrifolia; Perennial; Purple; 3; Low; Late-blooming mountain wildflowers. Visited by several species of native bumble bees and monarch butterflies.
Rocky Mountain Region; Forbs; Late; Missouri goldenrod; Solidago missouriensis; Perennial; Yellow; 3; Low; The earliest of the goldenrods to bloom in late summer. Attracts honey bees, other native bees, and butterflies.
Rocky Mountain Region; Forbs; Late; Swamp milkweed; Asclepias incarnata; Perennial; Red; 5; High; Valuable to native bumble and honey bees, butterflies, and hummingbirds. Larval host to monarch and queen butterflies.
Rocky Mountain Region; Forbs; Late; Common sneezewood; Helenium autumnale; Perennial; Yellow; 5; Medium; Requires a damp site and full sun. Poisonous to humans. Visited by native bees, wasps, syrphid flies, butterflies, and beetles.

Alaska; Forbs; Mid-Late; Dwarf Fireweed; Chamerion latifolium; Perennial; Purple, Pink; 3; High; Easily grown from seed. Prefers moist soil. Important food source for the yellow-head bumble bee (Bombus flavifrons).
